,chile,cover,fraud_car_insur,fraud_creditcard,korean5,mammography,piechart2,pizzacutter1,satellite,winequality
ap_spyem,0.04583103069875086,0.13158089944618012,0.023659229253950958,0.011734161877416856,0.019562779919631026,0.07168520456166011,0.04194527103739219,0.03957543462303448,0.09286218074082585,0.04336416450228268
f1_spyem,0.03114249614108556,0.0959222256542604,0.05224258329956206,0.009858433200697968,0.05134555648608903,0.054426670686082985,0.05974665274425493,0.05992164986777098,0.02269831693022548,0.02085044774538794
f1_ci_spyem,0.02914430880266483,0.04217957120549173,0.047541314020870355,0.007936321181685706,0.0403082526672781,0.019774464369721422,0.05395372494244686,0.059876674806285515,0.020050282087701196,0.019166596284231226
f1_max_spyem,0.05498180474667371,0.11426104651974499,0.05641199727186459,0.011296443550986239,0.030242580996301918,0.0686055960437261,0.058091867352843204,0.06340361054670073,0.026433978522656113,0.027971066304603692
roc_rnkpr,0.017477959921596193,0.004000728003406385,0.0116585742990979,0.12704203962492894,0.03792995711219348,0.019817461014233182,0.1036595211463907,0.05634365799558405,0.0350659630551869,0.058212418849332176
ap_rnkpr,0.04614859234819135,0.03319225575021481,0.014813220993494967,0.2796652763483697,0.040057217736659184,0.05799703868671617,0.03196275389693734,0.07840775139681118,0.13581244959278882,0.05976682204871623
f1_rnkpr,0.04333265046131046,0.028805777471827807,0.011658983972587841,0.22382812103164182,0.01738031220408135,0.04320943318495112,0.08837414579860388,0.06336866278782792,0.09099332063806552,0.03935615295508363
f1_ci_rnkpr,0.01753812394289398,0.09028170215050361,0.0072362939591208075,0.2320422962091926,0.0061882271355674845,0.013802851526230515,0.08599506571541884,0.05877834195236692,0.11947594232929204,0.007615756228672976
f1_max_rnkpr,0.0404101721551058,0.03199180681805245,0.012168647098569917,0.2341086757006631,0.041810184503294906,0.0431148762217714,0.09095199975704361,0.06299498492809172,0.08710592208661966,0.06493163478035885
roc_welog,0.015399709513779919,0.003921979125619783,0.011524665284878846,0.1289005717304122,0.03602956252165977,0.018885218861187464,0.11095167424239465,0.05678904825532669,0.032443732422054,0.06095253808665041
ap_welog,0.04766068165980101,0.022572343006247227,0.014900073515377959,0.20434544427075704,0.03545358434952929,0.06910363038192334,0.07556923829822912,0.06855380003102987,0.0975861458491564,0.06276768756846383
f1_welog,0.012448485983573999,0.05087869159750867,0.007191820588380624,0.1990748067604128,0.01370992264603427,0.011765631898638848,0.08167376304409556,0.06485554231620266,0.06460349643477087,0.0204653417240157
f1_ci_welog,0.004593389298468284,0.08434109384717724,0.00715725421718934,0.20121369044751583,0.0009696705407006708,0.0014561488404962661,0.06384457493975738,0.03233505346610526,0.03476917734713175,0.003007061481161763
f1_max_welog,0.03752562276843969,0.03666211957287035,0.01278622815255761,0.20744920064276468,0.03947708715966093,0.04196554662210712,0.0968128006354054,0.06784549658511618,0.08769567200101215,0.08016720206060814
